experiment_id,protocol_version,dataset,data_root,outer_target,method,seed,lambda_f,lambda_k,temperature,augmentation_M,selection_protocol,config_hash,status,result_path,checkpoint_path,gpu,exit_code
mixstyle-pacs-Sketch-seed2027,shiftguard-mixstyle-v1.0,pacs,data/PACS,Sketch,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,04ca98389e29ababc59cd9ae46d8f45e11e19546a61d3b3cdbff083a1e41b15b,complete,runs/revision/mixstyle/pacs/Sketch/2027/pacs_Sketch_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/pacs/Sketch/2027/pacs_Sketch_resnet50_mixstyle_seed2027.pt,1,0
mixstyle-vlcs-Caltech101-seed42,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,Caltech101,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,548f0ead330eeb788345f98e30aeec7ae1217b4eb13094613b512ac6911eefc3,complete,runs/revision/mixstyle/vlcs/Caltech101/42/vlcs_Caltech101_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/vlcs/Caltech101/42/vlcs_Caltech101_resnet50_mixstyle_seed42.pt,2,0
mixstyle-vlcs-Caltech101-seed123,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,Caltech101,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,dafcc2b0b57cd218b5359094c3ecfe3ef675dad5827839a3525ff04b10d04024,complete,runs/revision/mixstyle/vlcs/Caltech101/123/vlcs_Caltech101_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/vlcs/Caltech101/123/vlcs_Caltech101_resnet50_mixstyle_seed123.pt,1,0
mixstyle-vlcs-Caltech101-seed3407,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,Caltech101,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,250afd157c1cfffa15510d02f5affe17028f846676f449b6ac25a1236c6e515f,complete,runs/revision/mixstyle/vlcs/Caltech101/3407/vlcs_Caltech101_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/vlcs/Caltech101/3407/vlcs_Caltech101_resnet50_mixstyle_seed3407.pt,2,0
mixstyle-vlcs-Caltech101-seed2026,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,Caltech101,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,7fd8e72a7052404dda8c52f5c3b0b2e45625d7c47da1f4a9e86f742b276b203e,complete,runs/revision/mixstyle/vlcs/Caltech101/2026/vlcs_Caltech101_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/vlcs/Caltech101/2026/vlcs_Caltech101_resnet50_mixstyle_seed2026.pt,1,0
mixstyle-vlcs-Caltech101-seed2027,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,Caltech101,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,8df75fe56e725ff2f7e144b12e5882fd6d844125be3c791a177f7bccc4279f85,complete,runs/revision/mixstyle/vlcs/Caltech101/2027/vlcs_Caltech101_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/vlcs/Caltech101/2027/vlcs_Caltech101_resnet50_mixstyle_seed2027.pt,1,0
mixstyle-vlcs-LabelMe-seed42,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,LabelMe,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,0fd67d5691f5232bcbfe792e8682ec176801649538c4e32e8752b0b13b4b081c,complete,runs/revision/mixstyle/vlcs/LabelMe/42/vlcs_LabelMe_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/vlcs/LabelMe/42/vlcs_LabelMe_resnet50_mixstyle_seed42.pt,2,0
mixstyle-vlcs-LabelMe-seed123,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,LabelMe,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,013eb7086561168432d25314027355e6b7b00866f56392f8958a945f3f3f8bf4,complete,runs/revision/mixstyle/vlcs/LabelMe/123/vlcs_LabelMe_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/vlcs/LabelMe/123/vlcs_LabelMe_resnet50_mixstyle_seed123.pt,2,0
mixstyle-vlcs-LabelMe-seed3407,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,LabelMe,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,da18db0b78f2cd300c0c47fa564f45c9abddd554485cc5e5564f69b90656717e,complete,runs/revision/mixstyle/vlcs/LabelMe/3407/vlcs_LabelMe_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/vlcs/LabelMe/3407/vlcs_LabelMe_resnet50_mixstyle_seed3407.pt,2,0
mixstyle-vlcs-LabelMe-seed2026,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,LabelMe,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,237c6d381a4a9773cd1fdf56c61b2db32dd4be58b3208ef2e1169a1c9d01bc04,complete,runs/revision/mixstyle/vlcs/LabelMe/2026/vlcs_LabelMe_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/vlcs/LabelMe/2026/vlcs_LabelMe_resnet50_mixstyle_seed2026.pt,1,0
mixstyle-vlcs-LabelMe-seed2027,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,LabelMe,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,2c99949736ec2fc3fc59fc31d1282f9299ca4cdb54f525eb425b42c913206733,complete,runs/revision/mixstyle/vlcs/LabelMe/2027/vlcs_LabelMe_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/vlcs/LabelMe/2027/vlcs_LabelMe_resnet50_mixstyle_seed2027.pt,1,0
mixstyle-vlcs-SUN09-seed42,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,SUN09,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,64a37fe0cd1a8c21925e363287ef993a5e878d6a0242608c0996521269317329,complete,runs/revision/mixstyle/vlcs/SUN09/42/vlcs_SUN09_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/vlcs/SUN09/42/vlcs_SUN09_resnet50_mixstyle_seed42.pt,2,0
mixstyle-vlcs-SUN09-seed123,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,SUN09,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,54cc7b5f1c9efaf4d83a036f014bf9450feef3d6f0cafdf077d7a4bd2275e22d,complete,runs/revision/mixstyle/vlcs/SUN09/123/vlcs_SUN09_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/vlcs/SUN09/123/vlcs_SUN09_resnet50_mixstyle_seed123.pt,1,0
mixstyle-vlcs-SUN09-seed3407,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,SUN09,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f988137c7bbf338a032504867ce4034036616653ced9ad8a1eff4b76b2b9cee3,complete,runs/revision/mixstyle/vlcs/SUN09/3407/vlcs_SUN09_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/vlcs/SUN09/3407/vlcs_SUN09_resnet50_mixstyle_seed3407.pt,2,0
mixstyle-vlcs-SUN09-seed2026,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,SUN09,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,e0002829ea7f7c3c5d9b6fd567f84bd7bace6ee05dfa28100b4f65585ffdc1a9,complete,runs/revision/mixstyle/vlcs/SUN09/2026/vlcs_SUN09_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/vlcs/SUN09/2026/vlcs_SUN09_resnet50_mixstyle_seed2026.pt,1,0
mixstyle-vlcs-SUN09-seed2027,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,SUN09,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,ffb015f72c6448f3f619d06de569e8df0d0379186744c509c63d11013189388b,complete,runs/revision/mixstyle/vlcs/SUN09/2027/vlcs_SUN09_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/vlcs/SUN09/2027/vlcs_SUN09_resnet50_mixstyle_seed2027.pt,2,0
mixstyle-vlcs-VOC2007-seed42,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,VOC2007,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,81929e361fc92a32662a587a47902de133090a39276c14b96df640c7e5158db3,complete,runs/revision/mixstyle/vlcs/VOC2007/42/vlcs_VOC2007_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/vlcs/VOC2007/42/vlcs_VOC2007_resnet50_mixstyle_seed42.pt,1,0
mixstyle-vlcs-VOC2007-seed123,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,VOC2007,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,97b2275260b41057a89671c0cd2ac0420c445c7a59ae5e9516e89678be83615b,complete,runs/revision/mixstyle/vlcs/VOC2007/123/vlcs_VOC2007_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/vlcs/VOC2007/123/vlcs_VOC2007_resnet50_mixstyle_seed123.pt,2,0
mixstyle-vlcs-VOC2007-seed3407,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,VOC2007,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f22c18b2948a03e73d62ad47434cea0e6be97899796219d39c5546f5e3515deb,complete,runs/revision/mixstyle/vlcs/VOC2007/3407/vlcs_VOC2007_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/vlcs/VOC2007/3407/vlcs_VOC2007_resnet50_mixstyle_seed3407.pt,1,0
mixstyle-vlcs-VOC2007-seed2026,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,VOC2007,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,5f34019595209e750cc437e263a8f6323993bac95fcabe6cb49b5292cdc68ccb,complete,runs/revision/mixstyle/vlcs/VOC2007/2026/vlcs_VOC2007_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/vlcs/VOC2007/2026/vlcs_VOC2007_resnet50_mixstyle_seed2026.pt,2,0
mixstyle-vlcs-VOC2007-seed2027,shiftguard-mixstyle-v1.0,vlcs,data/VLCS,VOC2007,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,4e77e5f2e9d435ebf8433debbad4781c5bad39ae832ed7f98dcbaae09200d92e,complete,runs/revision/mixstyle/vlcs/VOC2007/2027/vlcs_VOC2007_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/vlcs/VOC2007/2027/vlcs_VOC2007_resnet50_mixstyle_seed2027.pt,1,0
mixstyle-officehome-Art-seed42,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Art,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,7f0a6def7c4ff60c049119e82d25392a22ca41c127dd6320c1cdb6ebac560ce9,complete,runs/revision/mixstyle/officehome/Art/42/officehome_Art_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/officehome/Art/42/officehome_Art_resnet50_mixstyle_seed42.pt,2,0
mixstyle-officehome-Art-seed123,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Art,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,040beefd765c8f875f955e54e52e352ab19f41cfbac2bbd3adfd4e2b8d871f32,complete,runs/revision/mixstyle/officehome/Art/123/officehome_Art_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/officehome/Art/123/officehome_Art_resnet50_mixstyle_seed123.pt,1,0
mixstyle-officehome-Art-seed3407,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Art,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,341dbc660f4396ee302546f53ee841b27a8dc1d5377659ff21a724ee958a0cf7,complete,runs/revision/mixstyle/officehome/Art/3407/officehome_Art_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/officehome/Art/3407/officehome_Art_resnet50_mixstyle_seed3407.pt,2,0
mixstyle-officehome-Art-seed2026,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Art,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,f3ac1cb74fa37339f33775c53cbdd4396287ec17d04433f997bb2b7d7676e4b2,complete,runs/revision/mixstyle/officehome/Art/2026/officehome_Art_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/officehome/Art/2026/officehome_Art_resnet50_mixstyle_seed2026.pt,1,0
mixstyle-officehome-Art-seed2027,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Art,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,b6de4f6f186ae826c5eb6582e10ae0542b6d3f022967f482d0176f3ebb0ef28a,complete,runs/revision/mixstyle/officehome/Art/2027/officehome_Art_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/officehome/Art/2027/officehome_Art_resnet50_mixstyle_seed2027.pt,2,0
mixstyle-officehome-Clipart-seed42,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Clipart,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,ef27bf3ea9e8dbe39458ea84750a4a10db3e22a7980c0fc881c59d010809bbd5,complete,runs/revision/mixstyle/officehome/Clipart/42/officehome_Clipart_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/officehome/Clipart/42/officehome_Clipart_resnet50_mixstyle_seed42.pt,1,0
mixstyle-officehome-Clipart-seed123,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Clipart,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,d7277da0811a95e7cc7d8a5c8487081d463f25646c145e43c09cd7a9f130c2f3,complete,runs/revision/mixstyle/officehome/Clipart/123/officehome_Clipart_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/officehome/Clipart/123/officehome_Clipart_resnet50_mixstyle_seed123.pt,2,0
mixstyle-officehome-Clipart-seed3407,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Clipart,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,c6a1fd0b44c244be11be05f8ff253215cb35439a451d3f8d0681bce939bdd28c,complete,runs/revision/mixstyle/officehome/Clipart/3407/officehome_Clipart_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/officehome/Clipart/3407/officehome_Clipart_resnet50_mixstyle_seed3407.pt,1,0
mixstyle-officehome-Clipart-seed2026,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Clipart,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,aa64aab4242b821b5c61234734dacca83df0990c3a1ddafe9363492af9ca106a,complete,runs/revision/mixstyle/officehome/Clipart/2026/officehome_Clipart_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/officehome/Clipart/2026/officehome_Clipart_resnet50_mixstyle_seed2026.pt,2,0
mixstyle-officehome-Clipart-seed2027,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Clipart,mixstyle,2027,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,96e82d79ad87de67971dc509dbfaab0e17f2710832b8791045d30cfc776c793e,complete,runs/revision/mixstyle/officehome/Clipart/2027/officehome_Clipart_resnet50_mixstyle_seed2027.json,runs/revision/mixstyle/officehome/Clipart/2027/officehome_Clipart_resnet50_mixstyle_seed2027.pt,1,0
mixstyle-officehome-Product-seed42,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Product,mixstyle,42,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,c03f4e322d1d73df59c4ad210be33f1cbb1f849b632b36bded3300de55f6db52,complete,runs/revision/mixstyle/officehome/Product/42/officehome_Product_resnet50_mixstyle_seed42.json,runs/revision/mixstyle/officehome/Product/42/officehome_Product_resnet50_mixstyle_seed42.pt,2,0
mixstyle-officehome-Product-seed123,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Product,mixstyle,123,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,7b1d6ecd608b0eada52ebe0440f6e2bc76859546d2f047b4897f0e16c6c8b6a3,complete,runs/revision/mixstyle/officehome/Product/123/officehome_Product_resnet50_mixstyle_seed123.json,runs/revision/mixstyle/officehome/Product/123/officehome_Product_resnet50_mixstyle_seed123.pt,1,0
mixstyle-officehome-Product-seed3407,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Product,mixstyle,3407,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,dd797347482e8043d715e3442d049f554c5cd380d48c73b65a141ce0929a7252,complete,runs/revision/mixstyle/officehome/Product/3407/officehome_Product_resnet50_mixstyle_seed3407.json,runs/revision/mixstyle/officehome/Product/3407/officehome_Product_resnet50_mixstyle_seed3407.pt,2,0
mixstyle-officehome-Product-seed2026,shiftguard-mixstyle-v1.0,officehome,data/OfficeHome,Product,mixstyle,2026,0.0,0.0,2.0,9,highest_source_validation_accuracy_earliest_exact_tie,ba375b692f42e43e723cd4efb2c37d6660e81e29dc2d85387fb9873de0a7d9a0,complete,runs/revision/mixstyle/officehome/Product/2026/officehome_Product_resnet50_mixstyle_seed2026.json,runs/revision/mixstyle/officehome/Product/2026/officehome_Product_resnet50_mixstyle_seed2026.pt,1,0
