experiment_id,protocol_version,dataset,data_root,outer_target,method,seed,lambda_f,lambda_k,temperature,augmentation_M,selection_protocol,config_hash,status,result_path,checkpoint_path,gpu,exit_code
swad-pacs-Cartoon-seed42,shiftguard-swad-v1.0,pacs,data/PACS,Cartoon,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,4a194a89d2c5dc1006222c9cfeef3a730c70f41ae7fb9d07e14c494bbba89716,complete,runs/revision/swad/pacs/Cartoon/42/pacs_Cartoon_resnet50_swad_seed42.json,runs/revision/swad/pacs/Cartoon/42/pacs_Cartoon_resnet50_swad_seed42.pt,2,0
swad-pacs-Cartoon-seed123,shiftguard-swad-v1.0,pacs,data/PACS,Cartoon,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,fa2e107a48d7ecbd48fe0e4dabdc8abd943098bd74e3ba0d093bc6e223c5258b,complete,runs/revision/swad/pacs/Cartoon/123/pacs_Cartoon_resnet50_swad_seed123.json,runs/revision/swad/pacs/Cartoon/123/pacs_Cartoon_resnet50_swad_seed123.pt,1,0
swad-pacs-Cartoon-seed3407,shiftguard-swad-v1.0,pacs,data/PACS,Cartoon,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,a9acfc62186630b8bfcfbdbe8ac8710808cd27ceaaa5556e5c41dbb92eb37cb4,complete,runs/revision/swad/pacs/Cartoon/3407/pacs_Cartoon_resnet50_swad_seed3407.json,runs/revision/swad/pacs/Cartoon/3407/pacs_Cartoon_resnet50_swad_seed3407.pt,2,0
swad-pacs-Cartoon-seed2026,shiftguard-swad-v1.0,pacs,data/PACS,Cartoon,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,b2eaff1479cb70e6a443de6f6966f346f114780a7923ea1ade0029054198aead,complete,runs/revision/swad/pacs/Cartoon/2026/pacs_Cartoon_resnet50_swad_seed2026.json,runs/revision/swad/pacs/Cartoon/2026/pacs_Cartoon_resnet50_swad_seed2026.pt,1,0
swad-pacs-Cartoon-seed2027,shiftguard-swad-v1.0,pacs,data/PACS,Cartoon,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,ccbe745913c95ddb30a36a3824977701ad2b3e8cfedac5faba7141f05f236996,complete,runs/revision/swad/pacs/Cartoon/2027/pacs_Cartoon_resnet50_swad_seed2027.json,runs/revision/swad/pacs/Cartoon/2027/pacs_Cartoon_resnet50_swad_seed2027.pt,2,0
swad-pacs-Sketch-seed42,shiftguard-swad-v1.0,pacs,data/PACS,Sketch,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,44366c198dcad56f8932854d849cb643e7987cbe252a36b53c981c1773c87d58,complete,runs/revision/swad/pacs/Sketch/42/pacs_Sketch_resnet50_swad_seed42.json,runs/revision/swad/pacs/Sketch/42/pacs_Sketch_resnet50_swad_seed42.pt,1,0
swad-pacs-Sketch-seed123,shiftguard-swad-v1.0,pacs,data/PACS,Sketch,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,fcd2c16566c6446303d637824612d6334824ea40a9e69763b6d8b5edd9ed3971,complete,runs/revision/swad/pacs/Sketch/123/pacs_Sketch_resnet50_swad_seed123.json,runs/revision/swad/pacs/Sketch/123/pacs_Sketch_resnet50_swad_seed123.pt,2,0
swad-pacs-Sketch-seed3407,shiftguard-swad-v1.0,pacs,data/PACS,Sketch,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,ca79b95adcb5784e5804ffd61cdfd7bbcd1ecddd7d272eb0ecd614ba8ddaff58,complete,runs/revision/swad/pacs/Sketch/3407/pacs_Sketch_resnet50_swad_seed3407.json,runs/revision/swad/pacs/Sketch/3407/pacs_Sketch_resnet50_swad_seed3407.pt,1,0
swad-pacs-Sketch-seed2026,shiftguard-swad-v1.0,pacs,data/PACS,Sketch,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,933eb9bd5bb263117c3ee0bdbfd8e149d928f8cf7add993c581b771dab85b320,complete,runs/revision/swad/pacs/Sketch/2026/pacs_Sketch_resnet50_swad_seed2026.json,runs/revision/swad/pacs/Sketch/2026/pacs_Sketch_resnet50_swad_seed2026.pt,2,0
swad-pacs-Sketch-seed2027,shiftguard-swad-v1.0,pacs,data/PACS,Sketch,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,9959d4f7a4f882f6ab98e3befe991c96d9f177e8464a8f8efa31b019fe4c59d0,complete,runs/revision/swad/pacs/Sketch/2027/pacs_Sketch_resnet50_swad_seed2027.json,runs/revision/swad/pacs/Sketch/2027/pacs_Sketch_resnet50_swad_seed2027.pt,1,0
swad-vlcs-Caltech101-seed42,shiftguard-swad-v1.0,vlcs,data/VLCS,Caltech101,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,5c2499b34ca5e28cf9bcb74d75a4edebfd2e7a9e2b21107ab59144a65f306f04,complete,runs/revision/swad/vlcs/Caltech101/42/vlcs_Caltech101_resnet50_swad_seed42.json,runs/revision/swad/vlcs/Caltech101/42/vlcs_Caltech101_resnet50_swad_seed42.pt,1,0
swad-vlcs-Caltech101-seed123,shiftguard-swad-v1.0,vlcs,data/VLCS,Caltech101,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,ac1a5131a0308a0c84d9968808117b37392ba2f8dcda2015ebcc1d3ebc507bce,complete,runs/revision/swad/vlcs/Caltech101/123/vlcs_Caltech101_resnet50_swad_seed123.json,runs/revision/swad/vlcs/Caltech101/123/vlcs_Caltech101_resnet50_swad_seed123.pt,2,0
swad-vlcs-Caltech101-seed3407,shiftguard-swad-v1.0,vlcs,data/VLCS,Caltech101,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,1eddee7b5c7fe2e196479f3dddc8adaebc25577ee7674416e1a5d0c839263cb9,complete,runs/revision/swad/vlcs/Caltech101/3407/vlcs_Caltech101_resnet50_swad_seed3407.json,runs/revision/swad/vlcs/Caltech101/3407/vlcs_Caltech101_resnet50_swad_seed3407.pt,2,0
swad-vlcs-Caltech101-seed2026,shiftguard-swad-v1.0,vlcs,data/VLCS,Caltech101,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,eb2bbd39eb0f520ec2a30d431e2abad6e5a8c82868d88761c0675be120fcad6b,complete,runs/revision/swad/vlcs/Caltech101/2026/vlcs_Caltech101_resnet50_swad_seed2026.json,runs/revision/swad/vlcs/Caltech101/2026/vlcs_Caltech101_resnet50_swad_seed2026.pt,1,0
swad-vlcs-Caltech101-seed2027,shiftguard-swad-v1.0,vlcs,data/VLCS,Caltech101,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,e9540bdb5d6c4fafcf6f699cc37069257c5b2aba6885133b40a74e4c6e604486,complete,runs/revision/swad/vlcs/Caltech101/2027/vlcs_Caltech101_resnet50_swad_seed2027.json,runs/revision/swad/vlcs/Caltech101/2027/vlcs_Caltech101_resnet50_swad_seed2027.pt,1,0
swad-vlcs-LabelMe-seed42,shiftguard-swad-v1.0,vlcs,data/VLCS,LabelMe,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,b15e1b626b2677be488ed2f85ef15efb10248b5502585568232b11ad8c14fc9d,complete,runs/revision/swad/vlcs/LabelMe/42/vlcs_LabelMe_resnet50_swad_seed42.json,runs/revision/swad/vlcs/LabelMe/42/vlcs_LabelMe_resnet50_swad_seed42.pt,2,0
swad-vlcs-LabelMe-seed123,shiftguard-swad-v1.0,vlcs,data/VLCS,LabelMe,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,9ac45bb0f2efe7fb853f5f4881a542e5ed46dc5297f563a84deb26adcd8d1945,complete,runs/revision/swad/vlcs/LabelMe/123/vlcs_LabelMe_resnet50_swad_seed123.json,runs/revision/swad/vlcs/LabelMe/123/vlcs_LabelMe_resnet50_swad_seed123.pt,2,0
swad-vlcs-LabelMe-seed3407,shiftguard-swad-v1.0,vlcs,data/VLCS,LabelMe,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,1e29f3b61804b2446ff464a10e57af86adb4ed7eca2a967ce56641d9458991c5,complete,runs/revision/swad/vlcs/LabelMe/3407/vlcs_LabelMe_resnet50_swad_seed3407.json,runs/revision/swad/vlcs/LabelMe/3407/vlcs_LabelMe_resnet50_swad_seed3407.pt,2,0
swad-vlcs-LabelMe-seed2026,shiftguard-swad-v1.0,vlcs,data/VLCS,LabelMe,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,5fd21d8b5820fde043439328fb51ec5af43fbe8521b686236102049d1033c457,complete,runs/revision/swad/vlcs/LabelMe/2026/vlcs_LabelMe_resnet50_swad_seed2026.json,runs/revision/swad/vlcs/LabelMe/2026/vlcs_LabelMe_resnet50_swad_seed2026.pt,1,0
swad-vlcs-LabelMe-seed2027,shiftguard-swad-v1.0,vlcs,data/VLCS,LabelMe,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,f8925f39c00042c74e859bcf44a558219f1d1c9115eb548beb91adedaf07b12b,complete,runs/revision/swad/vlcs/LabelMe/2027/vlcs_LabelMe_resnet50_swad_seed2027.json,runs/revision/swad/vlcs/LabelMe/2027/vlcs_LabelMe_resnet50_swad_seed2027.pt,2,0
swad-vlcs-SUN09-seed42,shiftguard-swad-v1.0,vlcs,data/VLCS,SUN09,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,4177de848c49a9ba59eadc1295ca451a9945dea02c76280cf08180a812a9c3fd,complete,runs/revision/swad/vlcs/SUN09/42/vlcs_SUN09_resnet50_swad_seed42.json,runs/revision/swad/vlcs/SUN09/42/vlcs_SUN09_resnet50_swad_seed42.pt,1,0
swad-vlcs-SUN09-seed123,shiftguard-swad-v1.0,vlcs,data/VLCS,SUN09,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,36558056ae9f5a27120430b3507635b8de04b7d3463857fe46fee0406864b082,complete,runs/revision/swad/vlcs/SUN09/123/vlcs_SUN09_resnet50_swad_seed123.json,runs/revision/swad/vlcs/SUN09/123/vlcs_SUN09_resnet50_swad_seed123.pt,2,0
swad-vlcs-SUN09-seed3407,shiftguard-swad-v1.0,vlcs,data/VLCS,SUN09,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,632b8895208316006311ad5cd366c384d4d3e921cc37e174119f5619f0fcbe96,complete,runs/revision/swad/vlcs/SUN09/3407/vlcs_SUN09_resnet50_swad_seed3407.json,runs/revision/swad/vlcs/SUN09/3407/vlcs_SUN09_resnet50_swad_seed3407.pt,1,0
swad-vlcs-SUN09-seed2026,shiftguard-swad-v1.0,vlcs,data/VLCS,SUN09,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,c8e876b120f3923f57c3519069f5f5b666ccf163344b855aec038d061f8558b2,complete,runs/revision/swad/vlcs/SUN09/2026/vlcs_SUN09_resnet50_swad_seed2026.json,runs/revision/swad/vlcs/SUN09/2026/vlcs_SUN09_resnet50_swad_seed2026.pt,2,0
swad-vlcs-SUN09-seed2027,shiftguard-swad-v1.0,vlcs,data/VLCS,SUN09,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,703276e422c629ec77237701437c0793ddf6898acdf978c6fe495cc4cc254263,complete,runs/revision/swad/vlcs/SUN09/2027/vlcs_SUN09_resnet50_swad_seed2027.json,runs/revision/swad/vlcs/SUN09/2027/vlcs_SUN09_resnet50_swad_seed2027.pt,1,0
swad-vlcs-VOC2007-seed42,shiftguard-swad-v1.0,vlcs,data/VLCS,VOC2007,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,6fbe9aeb0b9c654c0d752b56c6271f7130dfc6344492a545b66245f2acbaeb30,complete,runs/revision/swad/vlcs/VOC2007/42/vlcs_VOC2007_resnet50_swad_seed42.json,runs/revision/swad/vlcs/VOC2007/42/vlcs_VOC2007_resnet50_swad_seed42.pt,2,0
swad-vlcs-VOC2007-seed123,shiftguard-swad-v1.0,vlcs,data/VLCS,VOC2007,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,bdae7c9b74ef218222fe463316cddcf3e71c96d18ac535f7ac2b1822b84495cc,complete,runs/revision/swad/vlcs/VOC2007/123/vlcs_VOC2007_resnet50_swad_seed123.json,runs/revision/swad/vlcs/VOC2007/123/vlcs_VOC2007_resnet50_swad_seed123.pt,1,0
swad-vlcs-VOC2007-seed3407,shiftguard-swad-v1.0,vlcs,data/VLCS,VOC2007,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,9aaa459fd22c85f5e383a4dc7a4c547ec9f7ba7fa4d65e9b95bccd674c048e5d,complete,runs/revision/swad/vlcs/VOC2007/3407/vlcs_VOC2007_resnet50_swad_seed3407.json,runs/revision/swad/vlcs/VOC2007/3407/vlcs_VOC2007_resnet50_swad_seed3407.pt,2,0
swad-vlcs-VOC2007-seed2026,shiftguard-swad-v1.0,vlcs,data/VLCS,VOC2007,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,f5593b1e534810c59551a9b3f3d05d95738d5fc71a5f3575872aca71fb33dd75,complete,runs/revision/swad/vlcs/VOC2007/2026/vlcs_VOC2007_resnet50_swad_seed2026.json,runs/revision/swad/vlcs/VOC2007/2026/vlcs_VOC2007_resnet50_swad_seed2026.pt,1,0
swad-vlcs-VOC2007-seed2027,shiftguard-swad-v1.0,vlcs,data/VLCS,VOC2007,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,2df5d82c0ed3ce8cac1f5ce9a29e6c969e8752e97eeb222c6664d3d6f31ef47d,complete,runs/revision/swad/vlcs/VOC2007/2027/vlcs_VOC2007_resnet50_swad_seed2027.json,runs/revision/swad/vlcs/VOC2007/2027/vlcs_VOC2007_resnet50_swad_seed2027.pt,2,0
swad-officehome-Art-seed42,shiftguard-swad-v1.0,officehome,data/OfficeHome,Art,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,297a313dec0e28190a2fb9f92fbfe72a1290bb75f2715df7ab6a8e5156e1921a,complete,runs/revision/swad/officehome/Art/42/officehome_Art_resnet50_swad_seed42.json,runs/revision/swad/officehome/Art/42/officehome_Art_resnet50_swad_seed42.pt,1,0
swad-officehome-Art-seed123,shiftguard-swad-v1.0,officehome,data/OfficeHome,Art,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,52d12a1179f363d949519af1411925399ef4b8b89a4a4bee857423246581854e,complete,runs/revision/swad/officehome/Art/123/officehome_Art_resnet50_swad_seed123.json,runs/revision/swad/officehome/Art/123/officehome_Art_resnet50_swad_seed123.pt,2,0
swad-officehome-Art-seed3407,shiftguard-swad-v1.0,officehome,data/OfficeHome,Art,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,09f6339899c95a6646eaf23b6a4e3851ad5463ec3f51adf01c7ec40820747faf,complete,runs/revision/swad/officehome/Art/3407/officehome_Art_resnet50_swad_seed3407.json,runs/revision/swad/officehome/Art/3407/officehome_Art_resnet50_swad_seed3407.pt,1,0
swad-officehome-Art-seed2026,shiftguard-swad-v1.0,officehome,data/OfficeHome,Art,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,42493a9556dc10d7b7204a14f19c771ebe3bd0567c5ce89b8baf0844c7e27897,complete,runs/revision/swad/officehome/Art/2026/officehome_Art_resnet50_swad_seed2026.json,runs/revision/swad/officehome/Art/2026/officehome_Art_resnet50_swad_seed2026.pt,2,0
swad-officehome-Art-seed2027,shiftguard-swad-v1.0,officehome,data/OfficeHome,Art,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,4f9a5ff1591e269861297ad0a1d614c4eec74ad6ae74ebe6a8f93c11d1738ac0,complete,runs/revision/swad/officehome/Art/2027/officehome_Art_resnet50_swad_seed2027.json,runs/revision/swad/officehome/Art/2027/officehome_Art_resnet50_swad_seed2027.pt,1,0
swad-officehome-Clipart-seed42,shiftguard-swad-v1.0,officehome,data/OfficeHome,Clipart,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,9960d42b54e0b928abbb8844fd34fb8842d9a4fe36e9cd01b747cdb7b379c07e,complete,runs/revision/swad/officehome/Clipart/42/officehome_Clipart_resnet50_swad_seed42.json,runs/revision/swad/officehome/Clipart/42/officehome_Clipart_resnet50_swad_seed42.pt,2,0
swad-officehome-Clipart-seed123,shiftguard-swad-v1.0,officehome,data/OfficeHome,Clipart,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,14bb56a4b681e55bf89f922b7d44800c0af6eeea108df497f31c1e5fa7a661f8,complete,runs/revision/swad/officehome/Clipart/123/officehome_Clipart_resnet50_swad_seed123.json,runs/revision/swad/officehome/Clipart/123/officehome_Clipart_resnet50_swad_seed123.pt,1,0
swad-officehome-Clipart-seed3407,shiftguard-swad-v1.0,officehome,data/OfficeHome,Clipart,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,d28b39f78f472b9616f97e195ec03a53eaa64b0771ddddfd8e0ce22c65689cab,complete,runs/revision/swad/officehome/Clipart/3407/officehome_Clipart_resnet50_swad_seed3407.json,runs/revision/swad/officehome/Clipart/3407/officehome_Clipart_resnet50_swad_seed3407.pt,2,0
swad-officehome-Clipart-seed2026,shiftguard-swad-v1.0,officehome,data/OfficeHome,Clipart,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,b4d7ddddc67d8df550d8c86ec492a2c71ff8db158702c2e015709850699209da,complete,runs/revision/swad/officehome/Clipart/2026/officehome_Clipart_resnet50_swad_seed2026.json,runs/revision/swad/officehome/Clipart/2026/officehome_Clipart_resnet50_swad_seed2026.pt,1,0
swad-officehome-Clipart-seed2027,shiftguard-swad-v1.0,officehome,data/OfficeHome,Clipart,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,31636ac80383d28d6e30b78bc07a173b92ddc7a53bd24d894889fe2da80845fc,complete,runs/revision/swad/officehome/Clipart/2027/officehome_Clipart_resnet50_swad_seed2027.json,runs/revision/swad/officehome/Clipart/2027/officehome_Clipart_resnet50_swad_seed2027.pt,2,0
swad-officehome-Product-seed42,shiftguard-swad-v1.0,officehome,data/OfficeHome,Product,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,f8b1c15b99c7d8ce1c0f7e03d10de6bd7c3a69d942755b126fdf779a06ed5836,complete,runs/revision/swad/officehome/Product/42/officehome_Product_resnet50_swad_seed42.json,runs/revision/swad/officehome/Product/42/officehome_Product_resnet50_swad_seed42.pt,1,0
swad-officehome-Product-seed123,shiftguard-swad-v1.0,officehome,data/OfficeHome,Product,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,b8757384b965e0b289742c432bcf8727e541e9174c9e72b9d74b35a15b23c434,complete,runs/revision/swad/officehome/Product/123/officehome_Product_resnet50_swad_seed123.json,runs/revision/swad/officehome/Product/123/officehome_Product_resnet50_swad_seed123.pt,2,0
swad-officehome-Product-seed3407,shiftguard-swad-v1.0,officehome,data/OfficeHome,Product,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,cacd5e2e86cf3a90d079862c13e2458861d2093b3d46e35021f461368003caa4,complete,runs/revision/swad/officehome/Product/3407/officehome_Product_resnet50_swad_seed3407.json,runs/revision/swad/officehome/Product/3407/officehome_Product_resnet50_swad_seed3407.pt,1,0
swad-officehome-Product-seed2026,shiftguard-swad-v1.0,officehome,data/OfficeHome,Product,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,0ad62e5f4d7b276fe01e2db29b0bea7c8c8f7e653a5979006b46a9112ea3eaff,complete,runs/revision/swad/officehome/Product/2026/officehome_Product_resnet50_swad_seed2026.json,runs/revision/swad/officehome/Product/2026/officehome_Product_resnet50_swad_seed2026.pt,2,0
swad-officehome-Product-seed2027,shiftguard-swad-v1.0,officehome,data/OfficeHome,Product,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,5cb41ee838a3fb38b91dc2f5d56ea61782bb75caaad9168d6a168beb6ab62034,complete,runs/revision/swad/officehome/Product/2027/officehome_Product_resnet50_swad_seed2027.json,runs/revision/swad/officehome/Product/2027/officehome_Product_resnet50_swad_seed2027.pt,1,0
swad-officehome-Real_World-seed42,shiftguard-swad-v1.0,officehome,data/OfficeHome,Real_World,swad,42,0.0,0.0,2.0,9,source_validation_loss_valley,328f57fbe95df93c7eea4e4535aecd1a23e19885122633c3fbea965fd696b68a,complete,runs/revision/swad/officehome/Real_World/42/officehome_Real_World_resnet50_swad_seed42.json,runs/revision/swad/officehome/Real_World/42/officehome_Real_World_resnet50_swad_seed42.pt,2,0
swad-officehome-Real_World-seed123,shiftguard-swad-v1.0,officehome,data/OfficeHome,Real_World,swad,123,0.0,0.0,2.0,9,source_validation_loss_valley,99e263d948033144161cb98d8e2178b2cad9a6827344cb140caf7d4cf9f4861a,complete,runs/revision/swad/officehome/Real_World/123/officehome_Real_World_resnet50_swad_seed123.json,runs/revision/swad/officehome/Real_World/123/officehome_Real_World_resnet50_swad_seed123.pt,1,0
swad-officehome-Real_World-seed3407,shiftguard-swad-v1.0,officehome,data/OfficeHome,Real_World,swad,3407,0.0,0.0,2.0,9,source_validation_loss_valley,99797f21c6bf4d705b5bbbe44a429eec6c7caecbab667a7796bced3af16a5a5a,complete,runs/revision/swad/officehome/Real_World/3407/officehome_Real_World_resnet50_swad_seed3407.json,runs/revision/swad/officehome/Real_World/3407/officehome_Real_World_resnet50_swad_seed3407.pt,2,0
swad-officehome-Real_World-seed2026,shiftguard-swad-v1.0,officehome,data/OfficeHome,Real_World,swad,2026,0.0,0.0,2.0,9,source_validation_loss_valley,5929679e90201d85c4d3a785f631fd260ada81812e146c89916aa862e92ec9d3,complete,runs/revision/swad/officehome/Real_World/2026/officehome_Real_World_resnet50_swad_seed2026.json,runs/revision/swad/officehome/Real_World/2026/officehome_Real_World_resnet50_swad_seed2026.pt,1,0
swad-officehome-Real_World-seed2027,shiftguard-swad-v1.0,officehome,data/OfficeHome,Real_World,swad,2027,0.0,0.0,2.0,9,source_validation_loss_valley,6168f35da378615530673bfd96e6e381deef74109eb006e79d6f93f7cab4857d,complete,runs/revision/swad/officehome/Real_World/2027/officehome_Real_World_resnet50_swad_seed2027.json,runs/revision/swad/officehome/Real_World/2027/officehome_Real_World_resnet50_swad_seed2027.pt,2,0
